"word","kjv_count","priority","lookup_candidates","sample_references","supplemental_help"
"hormah","9","medium","hormah","Numbers 14:45; Numbers 21:3; Deuteronomy 1:44; Joshua 12:14; Joshua 15:30","Easton; Nave"
"inasmuch","9","medium","inasmuch","Deuteronomy 19:6; Ruth 3:10; Matthew 25:40; Matthew 25:45; Romans 11:13","KJV rare-term help"
"jobab","9","medium","jobab","Genesis 10:29; Genesis 36:33; Genesis 36:34; Joshua 11:1; 1 Chronicles 1:23","Easton; Nave"
"jozabad","9","medium","jozabad","1 Chronicles 12:20; 1 Chronicles 12:20; 2 Chronicles 31:13; 2 Chronicles 35:9; Ezra 8:33","Easton; Nave"
"makkedah","9","medium","makkedah","Joshua 10:10; Joshua 10:16; Joshua 10:17; Joshua 10:21; Joshua 10:28","Easton"
"malchiah","9","medium","malchiah","1 Chronicles 6:40; Ezra 10:25; Ezra 10:31; Nehemiah 3:14; Nehemiah 3:31","Easton; Nave"
"melchisedec","9","medium","melchisedec; melchizedek","Hebrews 5:6; Hebrews 5:10; Hebrews 6:20; Hebrews 7:1; Hebrews 7:10","Easton; Nave"
"michmash","9","medium","michmash","1 Samuel 13:2; 1 Samuel 13:5; 1 Samuel 13:11; 1 Samuel 13:16; 1 Samuel 13:23","Easton; Nave"
"nahash","9","medium","nahash","1 Samuel 11:1; 1 Samuel 11:1; 1 Samuel 11:2; 1 Samuel 12:12; 2 Samuel 10:2","Easton; Nave"
"nahshon","9","medium","nahshon","Numbers 1:7; Numbers 2:3; Numbers 7:12; Numbers 7:17; Numbers 10:14","Easton; Nave"
"recorder","9","medium","recorder","2 Samuel 8:16; 2 Samuel 20:24; 1 Kings 4:3; 2 Kings 18:18; 2 Kings 18:37","Easton; Nave"
"rome","9","medium","rome","Acts 2:10; Acts 18:2; Acts 19:21; Acts 23:11; Acts 28:14","Easton; Nave"
"shealtiel","9","medium","shealtiel","Ezra 3:2; Ezra 3:8; Ezra 5:2; Nehemiah 12:1; Haggai 1:1","Easton"
"shebna","9","medium","shebna","2 Kings 18:18; 2 Kings 18:26; 2 Kings 18:37; 2 Kings 19:2; Isaiah 22:15","Easton; Nave"
"shelomith","9","medium","shelomith","Leviticus 24:11; 1 Chronicles 3:19; 1 Chronicles 23:9; 1 Chronicles 23:18; 1 Chronicles 26:25","KJV rare-term help"
"shobal","9","medium","shobal","Genesis 36:20; Genesis 36:23; Genesis 36:29; 1 Chronicles 1:38; 1 Chronicles 1:40","Easton; Nave"
"sion","9","medium","sion","Deuteronomy 4:48; Psalms 65:1; Matthew 21:5; John 12:15; Romans 9:33","Easton"
"zebadiah","9","medium","zebadiah","1 Chronicles 8:15; 1 Chronicles 8:17; 1 Chronicles 12:7; 1 Chronicles 26:2; 1 Chronicles 27:7","Easton; Nave"
"abdon","8","medium","abdon","Joshua 21:30; Judges 12:13; Judges 12:15; 1 Chronicles 6:74; 1 Chronicles 8:23","Easton; Nave"
"adah","8","medium","adah","Genesis 4:19; Genesis 4:20; Genesis 4:23; Genesis 36:2; Genesis 36:4","Easton; Nave"
"adullam","8","medium","adullam","Joshua 12:15; Joshua 15:35; 1 Samuel 22:1; 2 Samuel 23:13; 1 Chronicles 11:15","Easton"
"agag","8","medium","agag","Numbers 24:7; 1 Samuel 15:8; 1 Samuel 15:9; 1 Samuel 15:20; 1 Samuel 15:32","Easton"
"aholibamah","8","medium","aholibamah","Genesis 36:2; Genesis 36:5; Genesis 36:14; Genesis 36:18; Genesis 36:18","Easton"
"akkub","8","medium","akkub","1 Chronicles 3:24; 1 Chronicles 9:17; Ezra 2:42; Ezra 2:45; Nehemiah 7:45","Easton; Nave"
"almonds","8","medium","almonds; almond; almonde","Genesis 43:11; Exodus 25:33; Exodus 25:33; Exodus 25:34; Exodus 37:19","Easton; Nave"
"amos","8","medium","amos; amo","Amos 1:1; Amos 7:8; Amos 7:10; Amos 7:11; Amos 7:12","Easton; Nave"
"aphek","8","medium","aphek","Joshua 12:18; Joshua 13:4; Joshua 19:30; 1 Samuel 4:1; 1 Samuel 29:1","KJV rare-term help"
"arabia","8","medium","arabia","1 Kings 10:15; 2 Chronicles 9:14; Isaiah 21:13; Isaiah 21:13; Jeremiah 25:24","Easton"
"asshur","8","medium","asshur","Genesis 10:11; Genesis 10:22; Numbers 24:22; Numbers 24:24; 1 Chronicles 1:17","Easton; Nave"
"azmaveth","8","medium","azmaveth; azmav; azmave","2 Samuel 23:31; 1 Chronicles 8:36; 1 Chronicles 9:42; 1 Chronicles 11:33; 1 Chronicles 12:3","Easton"
"belshazzar","8","medium","belshazzar","Daniel 5:1; Daniel 5:2; Daniel 5:9; Daniel 5:22; Daniel 5:29","Easton; Nave"
"bichri","8","medium","bichri","2 Samuel 20:1; 2 Samuel 20:2; 2 Samuel 20:6; 2 Samuel 20:7; 2 Samuel 20:10","Nave"
"carmi","8","medium","carmi","Genesis 46:9; Exodus 6:14; Numbers 26:6; Joshua 7:1; Joshua 7:18","Easton"
"chebar","8","medium","chebar","Ezekiel 1:1; Ezekiel 1:3; Ezekiel 3:15; Ezekiel 3:23; Ezekiel 10:15","Easton"
"chemosh","8","medium","chemosh","Numbers 21:29; Judges 11:24; 1 Kings 11:7; 1 Kings 11:33; 2 Kings 23:13","Easton; Nave"
"cilicia","8","medium","cilicia","Acts 6:9; Acts 15:23; Acts 15:41; Acts 21:39; Acts 22:3","Easton; Nave"
"dinah","8","medium","dinah","Genesis 30:21; Genesis 34:1; Genesis 34:3; Genesis 34:5; Genesis 34:13","Easton; Nave"
"doer","8","medium","doer","Genesis 39:22; 2 Samuel 3:39; Psalms 31:23; Proverbs 17:4; 2 Timothy 2:9","Nave"
"ebal","8","medium","ebal","Genesis 36:23; Deuteronomy 11:29; Deuteronomy 27:4; Deuteronomy 27:13; Joshua 8:30","Easton; Nave"
"edrei","8","medium","edrei","Numbers 21:33; Deuteronomy 1:4; Deuteronomy 3:1; Deuteronomy 3:10; Joshua 12:4","Easton"
"elioenai","8","medium","elioenai","1 Chronicles 3:23; 1 Chronicles 3:24; 1 Chronicles 4:36; 1 Chronicles 7:8; 1 Chronicles 26:3","Easton; Nave"
"ethiopian","8","medium","ethiopian; ethiopia","Numbers 12:1; Numbers 12:1; 2 Chronicles 14:9; Jeremiah 13:23; Jeremiah 38:7","Easton; Nave"
"geshur","8","medium","geshur","2 Samuel 3:3; 2 Samuel 13:37; 2 Samuel 13:38; 2 Samuel 14:23; 2 Samuel 14:32","Easton"
"gilboa","8","medium","gilboa","1 Samuel 28:4; 1 Samuel 31:1; 1 Samuel 31:8; 2 Samuel 1:6; 2 Samuel 1:21","Easton; Nave"
"gittite","8","medium","gittite","2 Samuel 6:10; 2 Samuel 6:11; 2 Samuel 15:19; 2 Samuel 15:22; 2 Samuel 18:2","Easton"
"herdmen","8","medium","herdmen; herdman","Genesis 13:7; Genesis 13:7; Genesis 13:8; Genesis 13:8; Genesis 26:20","KJV rare-term help"
"housetops","8","medium","housetops; housetop; housetope","2 Kings 19:26; Psalms 129:6; Isaiah 22:1; Isaiah 37:27; Jeremiah 48:38","KJV rare-term help"
"ittai","8","medium","ittai","2 Samuel 15:19; 2 Samuel 15:21; 2 Samuel 15:22; 2 Samuel 15:22; 2 Samuel 18:2","Easton; Nave"
"izhar","8","medium","izhar","Exodus 6:18; Exodus 6:21; Numbers 16:1; 1 Chronicles 6:2; 1 Chronicles 6:18","Easton; Nave"
"jabin","8","medium","jabin","Joshua 11:1; Judges 4:2; Judges 4:7; Judges 4:17; Judges 4:23","Easton; Nave"
"jachin","8","medium","jachin","Genesis 46:10; Exodus 6:15; Numbers 26:12; 1 Kings 7:21; 1 Chronicles 9:10","Easton; Nave"
"jahath","8","medium","jahath","1 Chronicles 4:2; 1 Chronicles 4:2; 1 Chronicles 6:20; 1 Chronicles 6:43; 1 Chronicles 23:10","Easton; Nave"
"jerahmeel","8","medium","jerahmeel","1 Chronicles 2:9; 1 Chronicles 2:25; 1 Chronicles 2:26; 1 Chronicles 2:27; 1 Chronicles 2:33","Easton; Nave"
"jerimoth","8","medium","jerimoth","1 Chronicles 7:7; 1 Chronicles 7:8; 1 Chronicles 12:5; 1 Chronicles 24:30; 1 Chronicles 25:4","Easton"
"jether","8","medium","jether","Judges 8:20; 1 Kings 2:5; 1 Kings 2:32; 1 Chronicles 2:17; 1 Chronicles 2:32","Easton"
"jeush","8","medium","jeush","Genesis 36:5; Genesis 36:14; Genesis 36:18; 1 Chronicles 1:35; 1 Chronicles 7:10","Easton; Nave"
"jezreelite","8","medium","jezreelite; jezreel","1 Kings 21:1; 1 Kings 21:4; 1 Kings 21:6; 1 Kings 21:7; 1 Kings 21:15","Easton; Nave"
"kadmiel","8","medium","kadmiel","Ezra 2:40; Ezra 3:9; Nehemiah 7:43; Nehemiah 9:4; Nehemiah 9:5","Easton"
"kenites","8","medium","kenites; kenite","Genesis 15:19; Numbers 24:21; Judges 4:11; 1 Samuel 15:6; 1 Samuel 15:6","Easton; Nave"
"luz","8","medium","luz","Genesis 28:19; Genesis 35:6; Genesis 48:3; Joshua 16:2; Joshua 18:13","Easton"
"mareshah","8","medium","mareshah","Joshua 15:44; 1 Chronicles 2:42; 1 Chronicles 4:21; 2 Chronicles 11:8; 2 Chronicles 14:9","Easton; Nave"
"mattithiah","8","medium","mattithiah","1 Chronicles 9:31; 1 Chronicles 15:18; 1 Chronicles 15:21; 1 Chronicles 16:5; 1 Chronicles 25:3","Easton; Nave"
"menahem","8","medium","menahem","2 Kings 15:14; 2 Kings 15:16; 2 Kings 15:17; 2 Kings 15:19; 2 Kings 15:20","Easton"
"meshech","8","medium","meshech","Genesis 10:2; 1 Chronicles 1:5; 1 Chronicles 1:17; Ezekiel 27:13; Ezekiel 32:26","Easton"
"mishael","8","medium","mishael","Exodus 6:22; Leviticus 10:4; Nehemiah 8:4; Daniel 1:6; Daniel 1:7","Easton; Nave"
"molech","8","medium","molech","Leviticus 18:21; Leviticus 20:2; Leviticus 20:3; Leviticus 20:4; Leviticus 20:5","Nave"
"mushi","8","medium","mushi","Exodus 6:19; Numbers 3:20; 1 Chronicles 6:19; 1 Chronicles 6:47; 1 Chronicles 23:21","Easton; Nave"
"nehemiah","8","medium","nehemiah","Ezra 2:2; Nehemiah 1:1; Nehemiah 3:16; Nehemiah 7:7; Nehemiah 8:9","Easton; Nave"
"netophathite","8","medium","netophathite; netophah","2 Samuel 23:28; 2 Samuel 23:29; 2 Kings 25:23; 1 Chronicles 11:30; 1 Chronicles 11:30","Easton; Nave"
"onan","8","medium","onan","Genesis 38:4; Genesis 38:8; Genesis 38:9; Genesis 46:12; Genesis 46:12","Easton; Nave"
"ophrah","8","medium","ophrah","Joshua 18:23; Judges 6:11; Judges 6:24; Judges 8:27; Judges 8:32","Easton"
"pedaiah","8","medium","pedaiah","2 Kings 23:36; 1 Chronicles 3:18; 1 Chronicles 3:19; 1 Chronicles 27:20; Nehemiah 3:25","Easton; Nave"
"penuel","8","medium","penuel","Genesis 32:31; Judges 8:8; Judges 8:8; Judges 8:9; Judges 8:17","Easton; Nave"
"rabbi","8","medium","rabbi","Matthew 23:7; Matthew 23:7; Matthew 23:8; John 1:38; John 1:49","Easton"
"ramoth","8","medium","ramoth","Deuteronomy 4:43; Joshua 20:8; Joshua 21:38; 1 Samuel 30:27; 1 Kings 22:3","Easton; Nave"
"rehum","8","medium","rehum","Ezra 2:2; Ezra 4:8; Ezra 4:9; Ezra 4:17; Ezra 4:23","Easton; Nave"
"seth","8","medium","seth","Genesis 4:25; Genesis 4:26; Genesis 5:3; Genesis 5:4; Genesis 5:6","Easton"
"shammah","8","medium","shammah","Genesis 36:13; Genesis 36:17; 1 Samuel 16:9; 1 Samuel 17:13; 2 Samuel 23:11","Easton; Nave"
"shaphat","8","medium","shaphat","Numbers 13:5; 1 Kings 19:16; 1 Kings 19:19; 2 Kings 3:11; 2 Kings 6:31","Easton; Nave"
"shechaniah","8","medium","shechaniah","1 Chronicles 3:21; 1 Chronicles 3:22; Ezra 8:3; Ezra 8:5; Ezra 10:2","Nave"
"sherebiah","8","medium","sherebiah","Ezra 8:18; Ezra 8:24; Nehemiah 8:7; Nehemiah 9:4; Nehemiah 9:5","Easton"
"shunammite","8","medium","shunammite","1 Kings 1:3; 1 Kings 1:15; 1 Kings 2:17; 1 Kings 2:21; 1 Kings 2:22","Easton"
"sower","8","medium","sower","Isaiah 55:10; Jeremiah 50:16; Matthew 13:3; Matthew 13:18; Mark 4:3","Nave"
"timnath","8","medium","timnath","Genesis 38:12; Genesis 38:13; Genesis 38:14; Judges 14:1; Judges 14:1","Easton; Nave"
"tubal","8","medium","tubal","Genesis 10:2; 1 Chronicles 1:5; Isaiah 66:19; Ezekiel 27:13; Ezekiel 32:26","Easton; Nave"
"uri","8","medium","uri","Exodus 31:2; Exodus 35:30; Exodus 38:22; 1 Kings 4:19; 1 Chronicles 2:20","KJV rare-term help"
"zabad","8","medium","zabad","1 Chronicles 2:36; 1 Chronicles 2:37; 1 Chronicles 7:21; 1 Chronicles 11:41; 2 Chronicles 24:26","Easton"
"zaccur","8","medium","zaccur","Numbers 13:4; 1 Chronicles 24:27; 1 Chronicles 25:2; 1 Chronicles 25:10; Nehemiah 3:2","Easton; Nave"
"zibeon","8","medium","zibeon","Genesis 36:2; Genesis 36:14; Genesis 36:20; Genesis 36:24; Genesis 36:24","Easton"
"zorah","8","medium","zorah","Joshua 19:41; Judges 13:2; Judges 13:25; Judges 16:31; Judges 18:2","Easton; Nave"
"abiezer","7","medium","abiezer","Joshua 17:2; Judges 6:34; Judges 8:2; 2 Samuel 23:27; 1 Chronicles 7:18","KJV rare-term help"
"achbor","7","medium","achbor","Genesis 36:38; Genesis 36:39; 2 Kings 22:12; 2 Kings 22:14; 1 Chronicles 1:49","Easton; Nave"
"ahinoam","7","medium","ahinoam","1 Samuel 14:50; 1 Samuel 25:43; 1 Samuel 27:3; 1 Samuel 30:5; 2 Samuel 2:2","Easton; Nave"
"aijalon","7","medium","aijalon","Joshua 21:24; Judges 1:35; Judges 12:12; 1 Samuel 14:31; 1 Chronicles 6:69","KJV rare-term help"
"arioch","7","medium","arioch","Genesis 14:1; Genesis 14:9; Daniel 2:14; Daniel 2:15; Daniel 2:15","Easton"
"axes","7","medium","axes; axe","1 Samuel 13:21; 2 Samuel 12:31; 1 Chronicles 20:3; Psalms 74:5; Psalms 74:6","Easton"
"azekah","7","medium","azekah","Joshua 10:10; Joshua 10:11; Joshua 15:35; 1 Samuel 17:1; 2 Chronicles 11:9","Easton"
"beelzebub","7","medium","beelzebub","Matthew 10:25; Matthew 12:24; Matthew 12:27; Mark 3:22; Luke 11:15","Easton; Nave"
"bethaven","7","medium","bethaven","Joshua 7:2; Joshua 18:12; 1 Samuel 13:5; 1 Samuel 14:23; Hosea 4:15","Easton; Nave"
"bethsaida","7","medium","bethsaida","Matthew 11:21; Mark 6:45; Mark 8:22; Luke 9:10; Luke 10:13","Easton"
"binnui","7","medium","binnui","Ezra 8:33; Ezra 10:30; Ezra 10:38; Nehemiah 3:24; Nehemiah 7:15","Nave"
"cainan","7","medium","cainan","Genesis 5:9; Genesis 5:10; Genesis 5:12; Genesis 5:13; Genesis 5:14","Easton; Nave"
"chaldea","7","medium","chaldea","Jeremiah 50:10; Jeremiah 51:24; Jeremiah 51:35; Ezekiel 11:24; Ezekiel 16:29","Easton; Nave"
"cornet","7","medium","cornet","1 Chronicles 15:28; Psalms 98:6; Daniel 3:5; Daniel 3:7; Daniel 3:10","Easton; Nave"
"couch","7","medium","couch","Genesis 49:4; Job 7:13; Job 38:40; Psalms 6:6; Amos 3:12","Easton"
"cush","7","medium","cush","Genesis 10:6; Genesis 10:7; Genesis 10:8; 1 Chronicles 1:8; 1 Chronicles 1:9","Easton; Nave"
"dishon","7","medium","dishon","Genesis 36:21; Genesis 36:25; Genesis 36:26; Genesis 36:30; 1 Chronicles 1:38","Nave"
"doers","7","medium","doers; doer; doere","2 Kings 22:5; 2 Kings 22:5; Job 8:20; Psalms 26:5; Psalms 101:8","Nave"
"elnathan","7","medium","elnathan","2 Kings 24:8; Ezra 8:16; Ezra 8:16; Ezra 8:16; Jeremiah 26:22","Easton; Nave"
"elon","7","medium","elon","Genesis 26:34; Genesis 36:2; Genesis 46:14; Numbers 26:26; Joshua 19:43","Easton; Nave"
"enos","7","medium","enos; eno","Genesis 4:26; Genesis 5:6; Genesis 5:7; Genesis 5:9; Genesis 5:10","Easton; Nave"
"eshtaol","7","medium","eshtaol","Joshua 15:33; Joshua 19:41; Judges 13:25; Judges 16:31; Judges 18:2","Easton; Nave"
"ethan","7","medium","ethan","1 Kings 4:31; 1 Chronicles 2:6; 1 Chronicles 2:8; 1 Chronicles 6:42; 1 Chronicles 6:44","Easton; Nave"
"gamaliel","7","medium","gamaliel","Numbers 1:10; Numbers 2:20; Numbers 7:54; Numbers 7:59; Numbers 10:23","Easton; Nave"
"gedor","7","medium","gedor","Joshua 15:58; 1 Chronicles 4:4; 1 Chronicles 4:18; 1 Chronicles 4:39; 1 Chronicles 8:31","Easton; Nave"
"havilah","7","medium","havilah","Genesis 2:11; Genesis 10:7; Genesis 10:29; Genesis 25:18; 1 Samuel 15:7","Easton; Nave"
"housetop","7","medium","housetop","Proverbs 21:9; Proverbs 25:24; Matthew 24:17; Mark 13:15; Luke 5:19","KJV rare-term help"
"hundredfold","7","medium","hundredfold","Genesis 26:12; 2 Samuel 24:3; Matthew 13:8; Matthew 13:23; Matthew 19:29","KJV rare-term help"
"jabbok","7","medium","jabbok","Genesis 32:22; Numbers 21:24; Deuteronomy 2:37; Deuteronomy 3:16; Joshua 12:2","Easton; Nave"
"jarmuth","7","medium","jarmuth","Joshua 10:3; Joshua 10:5; Joshua 10:23; Joshua 12:11; Joshua 15:35","Easton; Nave"
"javan","7","medium","javan","Genesis 10:2; Genesis 10:4; 1 Chronicles 1:5; 1 Chronicles 1:7; Isaiah 66:19","Easton; Nave"
"javelin","7","medium","javelin","Numbers 25:7; 1 Samuel 18:10; 1 Samuel 18:11; 1 Samuel 19:9; 1 Samuel 19:10","Easton; Nave"
"jeconiah","7","medium","jeconiah","1 Chronicles 3:16; 1 Chronicles 3:17; Esther 2:6; Jeremiah 24:1; Jeremiah 27:20","Nave"
"laadan","7","medium","laadan","1 Chronicles 7:26; 1 Chronicles 23:7; 1 Chronicles 23:8; 1 Chronicles 23:9; 1 Chronicles 26:21","Nave"
"laish","7","medium","laish","Judges 18:7; Judges 18:14; Judges 18:27; Judges 18:29; 1 Samuel 25:44","Easton; Nave"
"lotan","7","medium","lotan","Genesis 36:20; Genesis 36:22; Genesis 36:22; Genesis 36:29; 1 Chronicles 1:38","Easton"
"mahalaleel","7","medium","mahalaleel","Genesis 5:12; Genesis 5:13; Genesis 5:15; Genesis 5:16; Genesis 5:17","Easton; Nave"
"maon","7","medium","maon","Joshua 15:55; 1 Samuel 23:24; 1 Samuel 23:25; 1 Samuel 23:25; 1 Samuel 25:2","Easton; Nave"
"meraioth","7","medium","meraioth","1 Chronicles 6:6; 1 Chronicles 6:7; 1 Chronicles 6:52; 1 Chronicles 9:11; Ezra 7:3","Easton; Nave"
"mesopotamia","7","medium","mesopotamia","Genesis 24:10; Deuteronomy 23:4; Judges 3:8; Judges 3:10; 1 Chronicles 19:6","Easton"
"michaiah","7","medium","michaiah","2 Kings 22:12; 2 Chronicles 13:2; 2 Chronicles 17:7; Nehemiah 12:35; Nehemiah 12:41","Easton; Nave"
"noph","7","medium","noph","Isaiah 19:13; Jeremiah 2:16; Jeremiah 44:1; Jeremiah 46:14; Jeremiah 46:19","Easton; Nave"
"oreb","7","medium","oreb","Judges 7:25; Judges 7:25; Judges 7:25; Judges 7:25; Judges 8:3","Easton"
"othniel","7","medium","othniel","Joshua 15:17; Judges 1:13; Judges 3:9; Judges 3:11; 1 Chronicles 4:13","Easton; Nave"
"peleg","7","medium","peleg","Genesis 10:25; Genesis 11:16; Genesis 11:17; Genesis 11:18; Genesis 11:19","Easton; Nave"
"pelethites","7","medium","pelethites; pelethite","2 Samuel 8:18; 2 Samuel 15:18; 2 Samuel 20:7; 2 Samuel 20:23; 1 Kings 1:38","Easton; Nave"
"revolted","7","medium","revolted; revolt; revolte","2 Kings 8:20; 2 Kings 8:22; 2 Kings 8:22; 2 Chronicles 21:8; 2 Chronicles 21:10","Nave"
"scab","7","medium","scab","Leviticus 13:2; Leviticus 13:6; Leviticus 13:7; Leviticus 13:8; Leviticus 14:56","Nave"
"shaul","7","medium","shaul","Genesis 46:10; Exodus 6:15; Numbers 26:13; 1 Chronicles 1:48; 1 Chronicles 1:49","Nave"
"shebaniah","7","medium","shebaniah","1 Chronicles 15:24; Nehemiah 9:4; Nehemiah 9:5; Nehemiah 10:4; Nehemiah 10:10","Easton"
"shinar","7","medium","shinar","Genesis 10:10; Genesis 11:2; Genesis 14:1; Genesis 14:9; Isaiah 11:11","KJV rare-term help"
"shishak","7","medium","shishak","1 Kings 11:40; 1 Kings 14:25; 2 Chronicles 12:2; 2 Chronicles 12:5; 2 Chronicles 12:5","Nave"
"sincerity","7","medium","sincerity","Joshua 24:14; 1 Corinthians 5:8; 2 Corinthians 1:12; 2 Corinthians 2:17; 2 Corinthians 8:8","Nave"
"stephen","7","medium","stephen","Acts 6:5; Acts 6:8; Acts 6:9; Acts 7:59; Acts 8:2","Easton; Nave"
"timothy","7","medium","timothy","2 Corinthians 1:1; 1 Timothy 1:2; 1 Timothy 1:18; 1 Timothy 6:20; 2 Timothy 1:2","Easton; Nave"
"urim","7","medium","urim","Exodus 28:30; Leviticus 8:8; Numbers 27:21; Deuteronomy 33:8; 1 Samuel 28:6","Easton"
"veil","7","medium","veil","Solomon's Song 5:7; Matthew 27:51; Mark 15:38; Luke 23:45; Hebrews 6:19","Nave"
"worshippers","7","medium","worshippers; worshipper; worshippere","2 Kings 10:19; 2 Kings 10:21; 2 Kings 10:22; 2 Kings 10:23; 2 Kings 10:23","Easton"
"zilpah","7","medium","zilpah","Genesis 29:24; Genesis 30:9; Genesis 30:10; Genesis 30:12; Genesis 35:26","Easton; Nave"
"zippor","7","medium","zippor","Numbers 22:2; Numbers 22:4; Numbers 22:10; Numbers 22:16; Numbers 23:18","Easton"
"zoan","7","medium","zoan","Numbers 13:22; Psalms 78:12; Psalms 78:43; Isaiah 19:11; Isaiah 19:13","Easton; Nave"
"abihail","6","medium","abihail","Numbers 3:35; 1 Chronicles 2:29; 1 Chronicles 5:14; 2 Chronicles 11:18; Esther 2:15","Easton"
"achan","6","medium","achan","Joshua 7:1; Joshua 7:18; Joshua 7:19; Joshua 7:20; Joshua 7:24","Easton; Nave"
"affection","6","medium","affection","1 Chronicles 29:3; Romans 1:31; 2 Corinthians 7:15; Colossians 3:2; Colossians 3:5","Easton"
"ahiezer","6","medium","ahiezer","Numbers 1:12; Numbers 2:25; Numbers 7:66; Numbers 7:71; Numbers 10:25","Easton"
"ahio","6","medium","ahio","2 Samuel 6:3; 2 Samuel 6:4; 1 Chronicles 8:14; 1 Chronicles 8:31; 1 Chronicles 9:37","Easton; Nave"
"aholibah","6","medium","aholibah","Ezekiel 23:4; Ezekiel 23:4; Ezekiel 23:11; Ezekiel 23:22; Ezekiel 23:36","Easton"
"alexander","6","medium","alexander","Mark 15:21; Acts 4:6; Acts 19:33; Acts 19:33; 1 Timothy 1:20","Easton; Nave"
"ammiel","6","medium","ammiel","Numbers 13:12; 2 Samuel 9:4; 2 Samuel 9:5; 2 Samuel 17:27; 1 Chronicles 3:5","Easton"
"ariel","6","medium","ariel","Ezra 8:16; Isaiah 29:1; Isaiah 29:1; Isaiah 29:2; Isaiah 29:2","Easton; Nave"
"asaiah","6","medium","asaiah","1 Chronicles 4:36; 1 Chronicles 6:30; 1 Chronicles 9:5; 1 Chronicles 15:6; 1 Chronicles 15:11","KJV rare-term help"
"azel","6","medium","azel","1 Chronicles 8:37; 1 Chronicles 8:38; 1 Chronicles 8:38; 1 Chronicles 9:43; 1 Chronicles 9:44","Easton"
"azrikam","6","medium","azrikam","1 Chronicles 3:23; 1 Chronicles 8:38; 1 Chronicles 9:14; 1 Chronicles 9:44; 2 Chronicles 28:7","KJV rare-term help"
"baalpeor","6","medium","baalpeor","Numbers 25:3; Numbers 25:5; Deuteronomy 4:3; Deuteronomy 4:3; Psalms 106:28","Easton"
"bashemath","6","medium","bashemath","Genesis 26:34; Genesis 36:3; Genesis 36:4; Genesis 36:10; Genesis 36:13","Easton; Nave"
"bebai","6","medium","bebai","Ezra 2:11; Ezra 8:11; Ezra 8:11; Ezra 10:28; Nehemiah 7:16","Nave"
"bedchamber","6","medium","bedchamber","Exodus 8:3; 2 Samuel 4:7; 2 Kings 6:12; 2 Kings 11:2; 2 Chronicles 22:11","Easton"
"beeroth","6","medium","beeroth","Deuteronomy 10:6; Joshua 9:17; Joshua 18:25; 2 Samuel 4:2; Ezra 2:25","Easton"
"bethshean","6","medium","bethshean","Joshua 17:11; Joshua 17:16; Judges 1:27; 1 Kings 4:12; 1 Kings 4:12","Easton; Nave"
"bigvai","6","medium","bigvai","Ezra 2:2; Ezra 2:14; Ezra 8:14; Nehemiah 7:7; Nehemiah 7:19","Nave"
"castles","6","medium","castles; castle","Genesis 25:16; Numbers 31:10; 1 Chronicles 6:54; 1 Chronicles 27:25; 2 Chronicles 17:12","Easton; Nave"
"cephas","6","medium","cephas; cepha","John 1:42; 1 Corinthians 1:12; 1 Corinthians 3:22; 1 Corinthians 9:5; 1 Corinthians 15:5","Easton"
"chittim","6","medium","chittim","Numbers 24:24; Isaiah 23:1; Isaiah 23:12; Jeremiah 2:10; Ezekiel 27:6","Easton; Nave"
"corinth","6","medium","corinth","Acts 18:1; Acts 19:1; 1 Corinthians 1:2; 2 Corinthians 1:1; 2 Corinthians 1:23","Easton; Nave"
"delaiah","6","medium","delaiah","1 Chronicles 24:18; Ezra 2:60; Nehemiah 6:10; Nehemiah 7:62; Jeremiah 36:12","Easton"
"delilah","6","medium","delilah","Judges 16:4; Judges 16:6; Judges 16:10; Judges 16:12; Judges 16:13","Easton; Nave"
"ebed","6","medium","ebed","Judges 9:26; Judges 9:28; Judges 9:30; Judges 9:31; Judges 9:35","Easton"
"ebedmelech","6","medium","ebedmelech","Jeremiah 38:7; Jeremiah 38:8; Jeremiah 38:10; Jeremiah 38:11; Jeremiah 38:12","Easton"
"edomite","6","medium","edomite; edom","Deuteronomy 23:7; 1 Samuel 21:7; 1 Samuel 22:9; 1 Samuel 22:18; 1 Samuel 22:22","Easton; Nave"
"eliasaph","6","medium","eliasaph","Numbers 1:14; Numbers 2:14; Numbers 3:24; Numbers 7:42; Numbers 7:47","Nave"
"elim","6","medium","elim","Exodus 15:27; Exodus 16:1; Exodus 16:1; Numbers 33:9; Numbers 33:9","Easton; Nave"
"elimelech","6","medium","elimelech","Ruth 1:2; Ruth 1:3; Ruth 2:1; Ruth 2:3; Ruth 4:3","Easton; Nave"
"eliphelet","6","medium","eliphelet","2 Samuel 23:34; 1 Chronicles 3:6; 1 Chronicles 3:8; 1 Chronicles 8:39; Ezra 8:13","Easton; Nave"
"engedi","6","medium","engedi","Joshua 15:62; 1 Samuel 23:29; 1 Samuel 24:1; 2 Chronicles 20:2; Solomon's Song 1:14","Easton; Nave"
"eshcol","6","medium","eshcol","Genesis 14:13; Genesis 14:24; Numbers 13:23; Numbers 13:24; Numbers 32:9","Easton"
"galatia","6","medium","galatia","Acts 16:6; Acts 18:23; 1 Corinthians 16:1; Galatians 1:2; 2 Timothy 4:10","Easton; Nave"
"gibbethon","6","medium","gibbethon","Joshua 19:44; Joshua 21:23; 1 Kings 15:27; 1 Kings 15:27; 1 Kings 16:15","Easton"
